client_id,full_name,age,birth_date,phone,email,responsible_manager,source,created_date,total_enrollments,total_attendances,first_attendance_date,last_attendance_date,attendance_days_span,lifetime_from_creation_to_last_attendance,student_status,branch,parent_info,subscribed_to_newsletter,vk,no_auto_notifications,avg_score,score_trend,academic_risk,attendance_rate,avg_lesson_attendance,attendance_trend,days_since_last_attendance,lifetime_days,age_group,has_parent,subscribed,has_vk,communication_count,avg_duration_lesson,score_volatility
266,Ученик_266,14,19.08.2011,79199434489,student266@example.com,Анна,Соцсети,2025-06-12,6,6,,,62,74,Клиент,Южный,Елена,Нет,,0,4.37,-0.006004036326942487,0,1.0,1.0,0.0,146,294,13-15,True,0,False,1,1.3333333333333333,0.6027713773341711
267,Ученик_267,17,24.09.2008,79165593497,student267@example.com,Ольга,Давно знаю,2024-11-08,10,9,,,58,68,Клиент,Северный,Елена,Да,vk.com/id123,1,3.27,-0.009778140103651065,0,0.9,0.9,0.0,366,510,16-18,True,1,True,1,1.35,0.6345602151621758
268,Ученик_268,10,16.05.2015,79330999662,student268@example.com,Дмитрий,Реклама,2024-10-21,8,7,,2024-03-12,37,43,Клиент,Северный,Елена,Да,vk.com/id123,0,3.72,-0.010320661490370074,0,0.875,0.875,0.0,568,528,10-12,True,1,True,1,1.1875,1.1777096416349828
269,Ученик_269,16,19.11.2009,79598058121,student269@example.com,Анна,Давно знаю,2026-02-04,7,6,2026-06-02,,67,69,Клиент,Южный,,Нет,,0,3.35,-0.031818181818181836,1,0.8571428571428571,0.8571428571428571,0.0,-215,57,16-18,False,0,False,1,1.3571428571428572,0.4949747468305834
270,Ученик_270,16,13.02.2010,79013250637,student270@example.com,Юлиана,Давно знаю,2024-10-26,4,4,,,87,90,Клиент,Северный,Елена,Да,,1,3.1,0.005063291139240504,0,1.0,1.0,0.0,507,523,16-18,True,1,False,1,1.5,0.2828427124746188
271,Ученик_271,13,21.02.2013,79149078381,student271@example.com,Анна,Друг,2024-11-17,9,4,,,33,35,Бывший клиент,Северный,Елена,Да,,0,2.44,0.0015402000585945602,1,0.4444444444444444,0.4444444444444444,0.0,305,501,13-15,True,1,False,1,1.6666666666666667,0.4505552130427524
272,Ученик_272,10,27.07.2015,79321856529,student272@example.com,Юлиана,Реклама,2024-09-13,4,1,,,32,34,Бывший клиент,Северный,,Нет,,0,3.27,0.012081900593935605,0,0.25,0.25,0.0,600,566,10-12,False,0,False,1,1.5,0.4509249752822896
273,Ученик_273,16,04.10.2009,79491625191,student273@example.com,Анна,Сайт,2025-10-03,11,7,2025-08-10,2025-09-11,32,37,Бывший клиент,Основной,Елена,Нет,vk.com/id123,0,2.93,-0.021151628711444232,1,0.6363636363636364,0.6363636363636364,0.0,112,181,16-18,True,0,True,1,1.5,1.5947831618540915
274,Ученик_274,10,01.04.2016,79472685761,student274@example.com,Ольга,Соцсети,2024-07-11,10,9,,2024-10-09,59,61,Бывший клиент,Северный,Елена,Нет,,0,1.22,-0.004379483884784233,1,0.9,0.9,0.0,479,630,10-12,True,0,False,1,1.7,0.33714487489307426
275,Ученик_275,13,07.05.2012,79190736564,student275@example.com,Анна,Друг,2025-06-27,6,5,2025-11-07,,81,95,Клиент,Северный,Елена,Да,,1,3.83,0.032436856875584646,0,0.8333333333333334,0.8333333333333334,0.0,176,279,13-15,True,1,False,1,1.4166666666666667,1.2503332889007372
276,Ученик_276,12,07.11.2013,79391932454,student276@example.com,Анна,Соцсети,2025-03-05,6,3,2025-12-03,,33,40,Клиент,Основной,Елена,Нет,,0,3.3,0.022680412371134013,0,0.5,0.5,0.0,181,393,10-12,True,0,False,1,1.25,1.5556349186104046
277,Ученик_277,17,25.12.2008,79470787423,student277@example.com,Анна,Друг,2025-10-17,11,8,,,81,90,Бывший клиент,Северный,Елена,Да,,0,2.75,0.0016182675601886197,0,0.7272727272727273,0.7272727272727273,0.0,60,167,16-18,True,1,False,1,1.5909090909090908,0.3696845502136473
278,Ученик_278,16,02.03.2010,79271314895,student278@example.com,Дмитрий,Соцсети,2024-04-03,3,2,2024-06-04,2024-04-06,59,62,Клиент,Южный,,Нет,vk.com/id123,0,4.55,-0.0012833168805528687,0,0.6666666666666666,0.6666666666666666,0.0,514,729,16-18,False,0,True,1,1.6666666666666667,0.47958315233127213
279,Ученик_279,16,02.09.2009,79573772626,student279@example.com,Юлиана,Соцсети,2024-07-06,10,9,,,68,77,Клиент,Южный,Елена,Нет,,0,2.3,-0.020689655172413796,1,0.9,0.9,0.0,540,635,16-18,True,0,False,1,1.4,0.8485281374238571
280,Ученик_280,12,16.04.2013,79117434526,student280@example.com,Юлиана,Соцсети,2024-12-20,8,2,,2025-05-03,69,75,Бывший клиент,Основной,Елена,Нет,vk.com/id123,0,1.77,0.0013651087459509426,1,0.25,0.25,0.0,244,468,10-12,True,0,True,1,1.8125,0.5507570547286101
281,Ученик_281,14,07.10.2011,79854946593,student281@example.com,Юлиана,Реклама,2026-02-10,3,3,,,64,70,Бывший клиент,Северный,Елена,Нет,,0,1.75,-0.015789473684210537,1,1.0,1.0,0.0,89,51,13-15,True,0,False,1,1.5,0.6363961030678927
282,Ученик_282,16,15.02.2010,79419977113,student282@example.com,Анна,Сайт,2025-03-03,3,3,,2025-01-06,76,90,Клиент,Северный,Елена,Да,,1,2.3,-0.01578947368421053,1,1.0,1.0,0.0,422,395,16-18,True,1,False,1,1.6666666666666667,0.8485281374238569
283,Ученик_283,11,08.06.2014,79317217932,student283@example.com,Анна,Друг,2026-01-03,7,7,2026-09-01,2026-12-02,34,40,Клиент,Северный,Елена,Да,,0,3.97,-0.0011289062499999778,0,1.0,1.0,0.0,-152,89,10-12,True,1,False,1,1.5,0.6153589738247642
284,Ученик_284,11,21.02.2015,79842103498,student284@example.com,Анна,Давно знаю,2024-08-10,8,5,2024-12-08,,47,49,Клиент,Основной,Елена,Нет,,0,4.8,0.004761904761904761,0,0.625,0.625,0.0,601,600,10-12,True,0,False,1,1.4375,0.2828427124746193
285,Ученик_285,15,10.10.2010,79072127903,student285@example.com,Юлиана,Соцсети,2024-06-30,5,5,2024-03-07,2024-02-09,61,64,Клиент,Северный,Елена,Нет,,0,3.55,0.004999999999999989,0,1.0,1.0,0.0,481,641,13-15,True,0,False,1,1.3,0.21213203435596428
286,Ученик_286,13,07.04.2012,79554044237,student286@example.com,Юлиана,Давно знаю,2025-10-27,5,4,2025-10-11,,66,80,Клиент,Основной,Елена,Да,vk.com/id123,0,1.5,-0.0035008237232289825,1,0.8,0.8,0.0,142,157,13-15,True,1,True,1,1.5,0.6999999999999998
287,Ученик_287,12,18.10.2013,79200131434,student287@example.com,Дмитрий,Друг,2025-07-10,7,4,2025-12-07,2025-10-09,60,62,Клиент,Южный,Елена,Да,,0,3.29,-0.009529472263289849,0,0.5714285714285714,0.5714285714285714,0.0,237,266,10-12,True,1,False,1,1.6428571428571428,0.9459185508075759
288,Ученик_288,12,15.09.2013,79004778194,student288@example.com,Анна,Давно знаю,2025-11-21,11,11,2025-01-12,,86,96,Клиент,Южный,Елена,Нет,,0,4.12,-0.010093056549749452,0,1.0,1.0,0.0,-244,132,10-12,True,0,False,1,1.5454545454545454,1.111680409710153
289,Ученик_289,16,15.11.2009,79211606895,student289@example.com,Юлиана,Давно знаю,2025-02-15,7,7,,,52,65,Клиент,Северный,Елена,Да,,1,1.37,-0.009929319594652136,1,1.0,1.0,0.0,120,411,16-18,True,1,False,1,1.2857142857142858,0.6350852961085883
290,Ученик_290,16,28.04.2009,79373581239,student290@example.com,Ольга,Соцсети,2025-08-14,3,3,,,35,39,Клиент,Северный,Елена,Нет,vk.com/id123,0,1.72,-0.01820142949967511,1,1.0,1.0,0.0,-1,231,16-18,True,0,True,1,1.3333333333333333,1.062622541953005
291,Ученик_291,11,24.05.2014,79126552991,student291@example.com,Ольга,Реклама,2025-01-12,6,6,,,85,91,Клиент,Основной,Елена,Да,vk.com/id123,1,4.27,-0.01369294605809134,0,1.0,1.0,0.0,274,445,10-12,True,1,True,1,1.5,0.6110100926607788
292,Ученик_292,12,02.01.2014,79617193289,student292@example.com,Анна,Сайт,2024-07-13,7,6,,,62,76,Клиент,Северный,Елена,Нет,vk.com/id123,0,3.1,0.007749077490774901,0,0.8571428571428571,0.8571428571428571,0.0,509,628,10-12,True,0,True,1,1.5714285714285714,0.5196152422706632
293,Ученик_293,15,31.07.2010,79150642261,student293@example.com,Анна,Друг,2025-06-21,10,6,,,59,66,Бывший клиент,Основной,Елена,Нет,,0,2.25,-0.0024793388429752076,1,0.6,0.6,0.0,237,285,13-15,True,0,False,1,1.55,0.21213203435596414
294,Ученик_294,10,18.08.2015,79209517616,student294@example.com,Юлиана,Друг,2024-06-03,3,3,2024-12-06,2024-05-08,54,63,Клиент,Северный,Елена,Да,,0,2.65,0.036403033586132165,0,1.0,1.0,0.0,-1,668,10-12,True,1,False,1,1.6666666666666667,0.9036961141150638
295,Ученик_295,14,22.07.2011,79524737111,student295@example.com,Дмитрий,Соцсети,2025-11-03,6,6,,,47,57,Клиент,Основной,Елена,Нет,,0,4.8,0.003976356797420744,0,1.0,1.0,0.0,172,150,13-15,True,0,False,1,1.5833333333333333,0.40000000000000013
296,Ученик_296,12,21.03.2014,79838313402,student296@example.com,Ольга,Реклама,2025-04-05,7,7,2025-09-04,,68,72,Бывший клиент,Северный,,Да,,0,1.45,0.12857142857142853,1,1.0,1.0,0.0,119,362,10-12,False,1,False,1,1.2857142857142858,0.6363961030678927
297,Ученик_297,13,26.07.2012,79582014641,student297@example.com,Юлиана,Друг,2026-02-20,8,4,2026-05-03,,72,85,Бывший клиент,Основной,Елена,Нет,,0,2.07,-0.002876843110215339,1,0.5,0.5,0.0,-245,41,13-15,True,0,False,1,1.4375,0.6623191577077222
298,Ученик_298,14,24.08.2011,79939319914,student298@example.com,Анна,Друг,2025-09-05,4,3,,,66,78,Клиент,Основной,Елена,Да,vk.com/id123,1,3.9,-0.006558022746295127,0,0.75,0.75,0.0,-1,209,13-15,True,1,True,1,1.875,1.014889156509222
299,Ученик_299,11,09.10.2014,79870485411,student299@example.com,Дмитрий,Давно знаю,2025-09-20,7,3,2025-01-10,,84,95,Клиент,Южный,Елена,Да,vk.com/id123,0,2.97,-0.0018190728782287952,0,0.42857142857142855,0.42857142857142855,0.0,173,194,10-12,True,1,True,1,1.5,0.7609517849690733
300,Ученик_300,10,08.10.2015,79864835149,student300@example.com,Дмитрий,Друг,2026-02-02,10,10,,2026-04-04,48,61,Клиент,Основной,,Да,vk.com/id123,0,4.9,-4.603580562660198e-05,0,1.0,1.0,0.0,-62,59,10-12,False,1,True,1,1.4,0.1673320053068154
301,Ученик_301,11,07.07.2014,79614970148,student301@example.com,Анна,Сайт,2024-08-31,9,7,2024-06-09,,81,87,Клиент,Северный,Елена,Нет,,0,4.6,0.0012345679012345646,0,0.7777777777777778,0.7777777777777778,0.0,600,579,10-12,True,0,False,1,1.6111111111111112,0.14142135623730995
302,Ученик_302,11,16.07.2014,79297773877,student302@example.com,Анна,Давно знаю,2025-05-08,10,10,2025-10-05,,42,44,Клиент,Южный,Елена,Нет,vk.com/id123,0,4.6,0.009215158417891896,0,1.0,1.0,0.0,177,329,10-12,True,0,True,1,1.45,0.4242640687119288
303,Ученик_303,10,28.01.2016,79152655630,student303@example.com,Анна,Реклама,2025-10-17,8,6,,,31,33,Клиент,Южный,Елена,Да,,1,1.0,8.633591155389149e-18,1,0.75,0.75,0.0,112,167,10-12,True,1,False,1,1.5625,0.0
304,Ученик_304,10,19.05.2015,79745932321,student304@example.com,Дмитрий,Соцсети,2024-06-24,9,7,2024-01-07,2024-01-08,31,38,Клиент,Северный,Елена,Да,,1,2.68,0.008398684791676906,0,0.7777777777777778,0.7777777777777778,0.0,511,647,10-12,True,1,False,1,1.5555555555555556,0.9347013783378447
305,Ученик_305,12,30.07.2013,79912794625,student305@example.com,Юлиана,Сайт,2025-03-08,11,8,,,71,77,Клиент,Основной,Елена,Да,,1,3.22,0.009825436408977544,0,0.7272727272727273,0.7272727272727273,0.0,240,390,10-12,True,1,False,1,1.2727272727272727,1.0703581954965669
306,Ученик_306,13,14.09.2012,79346673808,student306@example.com,Дмитрий,Реклама,2025-04-02,9,7,2025-04-04,2025-04-06,61,63,Бывший клиент,Северный,Елена,Нет,,0,3.18,-0.002136884018154854,0,0.7777777777777778,0.7777777777777778,0.0,180,365,13-15,True,0,False,1,1.6111111111111112,0.7467708260682568
307,Ученик_307,10,14.06.2015,79672355141,student307@example.com,Дмитрий,Реклама,2024-06-06,9,7,2024-10-06,2024-02-08,53,57,Клиент,Северный,Елена,Да,vk.com/id123,0,3.75,-0.023148148148148147,0,0.7777777777777778,0.7777777777777778,0.0,573,665,10-12,True,1,True,1,1.6666666666666667,1.7677669529663689
308,Ученик_308,16,16.01.2010,79739369897,student308@example.com,Дмитрий,Соцсети,2025-05-28,7,6,2025-02-06,2025-11-07,39,44,Клиент,Основной,,Нет,vk.com/id123,0,2.75,-0.01444444444444444,1,0.8571428571428571,0.8571428571428571,0.0,299,309,16-18,False,0,True,1,1.3571428571428572,0.9192388155425116
309,Ученик_309,14,03.11.2011,79088498371,student309@example.com,Ольга,Реклама,2025-03-13,6,5,,,54,62,Бывший клиент,Северный,,Нет,,0,2.0,0.003558598936464178,1,0.8333333333333334,0.8333333333333334,0.0,333,385,13-15,False,0,False,1,1.5,0.4147288270665545
310,Ученик_310,10,08.05.2015,79460883210,student310@example.com,Юлиана,Реклама,2025-02-01,9,7,2025-02-02,,74,75,Клиент,Южный,Елена,Нет,vk.com/id123,0,3.68,0.002205493645725399,0,0.7777777777777778,0.7777777777777778,0.0,211,425,10-12,True,0,True,1,1.6111111111111112,0.3862210075418822
311,Ученик_311,12,16.02.2014,79009971784,student311@example.com,Анна,Давно знаю,2024-06-26,10,6,2024-07-07,,43,54,Клиент,Основной,Елена,Да,vk.com/id123,1,1.65,-0.06190476190476191,1,0.6,0.6,0.0,479,645,10-12,True,1,True,1,1.2,0.9192388155425116
312,Ученик_312,13,03.02.2013,79784651200,student312@example.com,Анна,Соцсети,2025-06-26,4,4,,2025-02-09,64,68,Клиент,Основной,Елена,Да,,0,4.9,0.003336771218831557,0,1.0,1.0,0.0,146,280,13-15,True,1,False,1,1.25,0.14142135623730942
313,Ученик_313,10,29.09.2015,79569628927,student313@example.com,Анна,Сайт,2024-07-04,8,6,,,68,79,Клиент,Южный,Елена,Да,vk.com/id123,0,3.48,-0.02314608868487059,1,0.75,0.75,0.0,510,637,10-12,True,1,True,1,1.5625,1.2919623317522326
314,Ученик_314,15,09.05.2010,79661506578,student314@example.com,Дмитрий,Реклама,2025-04-12,5,1,,,58,66,Бывший клиент,Южный,Елена,Да,vk.com/id123,1,1.66,-0.016611089939024406,1,0.2,0.2,0.0,118,355,13-15,True,1,True,1,1.3,0.7828519290754433
315,Ученик_315,10,15.12.2015,79461052655,student315@example.com,Юлиана,Давно знаю,2025-06-01,4,2,2025-10-06,,68,77,Бывший клиент,Северный,,Да,,1,2.5,-0.01346153846153846,1,0.5,0.5,0.0,117,305,10-12,False,1,False,1,1.75,0.7211102550927979
316,Ученик_316,11,30.11.2014,79910417210,student316@example.com,Юлиана,Сайт,2026-01-20,5,4,,2026-01-03,37,40,Клиент,Южный,,Нет,vk.com/id123,0,3.95,0.013702271055316928,0,0.8,0.8,0.0,-183,72,10-12,False,0,True,1,1.6,1.0661457061146318
317,Ученик_317,10,21.12.2015,79841600554,student317@example.com,Анна,Друг,2024-12-20,10,8,2025-03-01,2025-12-02,40,54,Клиент,Основной,Елена,Нет,vk.com/id123,0,4.03,-0.0030850519856826125,0,0.8,0.8,0.0,150,468,10-12,True,0,True,1,1.6,0.75
318,Ученик_318,15,08.02.2011,79339809925,student318@example.com,Дмитрий,Реклама,2024-08-04,10,9,2024-07-08,,69,72,Клиент,Основной,Елена,Да,vk.com/id123,1,2.06,0.0053701673261190765,1,0.9,0.9,0.0,480,606,13-15,True,1,True,1,1.6,0.5770615218501403
319,Ученик_319,14,19.06.2011,79017920106,student319@example.com,Ольга,Соцсети,2024-05-21,8,8,2024-01-06,,80,91,Клиент,Южный,Елена,Да,,0,2.77,-0.004062112534687407,0,1.0,1.0,0.0,482,681,13-15,True,1,False,1,1.3125,0.8382521498133285
320,Ученик_320,12,22.11.2013,79674922644,student320@example.com,Юлиана,Реклама,2024-09-27,8,8,2024-09-10,,83,95,Клиент,Южный,Елена,Нет,,0,2.56,-0.01519243823668567,1,1.0,1.0,0.0,507,552,10-12,True,0,False,1,1.5,1.0469911538262757
321,Ученик_321,11,05.09.2014,79332759989,student321@example.com,Дмитрий,Соцсети,2024-09-09,11,10,2024-12-09,,62,65,Клиент,Основной,,Да,,0,4.3,-0.0006541067405295678,0,0.9090909090909091,0.9090909090909091,0.0,477,570,10-12,False,1,False,1,1.4545454545454546,0.4939635614091387
322,Ученик_322,12,22.12.2013,79783786839,student322@example.com,Ольга,Реклама,2024-06-24,4,2,2024-05-07,,76,87,Клиент,Основной,Елена,Да,,1,4.37,0.037598425196850346,0,0.5,0.5,0.0,481,647,10-12,True,1,False,1,1.5,0.5507570547286104
323,Ученик_323,11,20.02.2015,79128250953,student323@example.com,Юлиана,Соцсети,2025-09-16,10,8,,2025-04-11,39,49,Клиент,Основной,Елена,Да,,0,1.98,-0.019760131540768,1,0.8,0.8,0.0,295,198,10-12,True,1,False,1,1.3,1.01447851956888
324,Ученик_324,12,11.04.2013,79179275105,student324@example.com,Анна,Давно знаю,2024-05-29,9,8,2024-09-06,,83,94,Клиент,Северный,Елена,Нет,,0,2.67,0.0011520522388059585,0,0.8888888888888888,0.8888888888888888,0.0,664,673,10-12,True,0,False,1,1.4444444444444444,0.6153589738247641
325,Ученик_325,15,20.11.2010,79562484182,student325@example.com,Юлиана,Давно знаю,2024-06-07,3,2,,,56,67,Бывший клиент,Основной,Елена,Нет,,0,1.0,-4.023982993507411e-18,1,0.6666666666666666,0.6666666666666666,0.0,664,664,13-15,True,0,False,1,1.3333333333333333,0.0
326,Ученик_326,13,14.06.2012,79536452156,student326@example.com,Дмитрий,Давно знаю,2025-01-07,4,4,2025-08-01,,68,69,Клиент,Южный,Елена,Нет,vk.com/id123,0,1.52,-0.022191712431352983,1,1.0,1.0,0.0,122,450,13-15,True,0,True,1,1.0,1.05
327,Ученик_327,13,15.01.2013,79047285340,student327@example.com,Юлиана,Сайт,2025-06-20,8,7,,,55,65,Клиент,Основной,Елена,Да,vk.com/id123,0,1.0,-5.607473066727768e-18,1,0.875,0.875,0.0,145,286,13-15,True,1,True,1,1.625,0.0
328,Ученик_328,11,07.08.2014,79241071485,student328@example.com,Дмитрий,Сайт,2025-06-06,11,11,2025-08-06,,81,83,Клиент,Северный,Елена,Да,vk.com/id123,1,1.52,-0.017665307569579864,1,1.0,1.0,0.0,117,300,10-12,True,1,True,1,1.5454545454545454,1.1250185183661052
329,Ученик_329,10,24.10.2015,79239643129,student329@example.com,Юлиана,Сайт,2025-08-20,6,5,,,63,64,Клиент,Южный,Елена,Да,vk.com/id123,0,1.8,-0.01393852751965691,1,0.8333333333333334,0.8333333333333334,0.0,205,225,10-12,True,1,True,1,1.5833333333333333,0.8366600265340756
330,Ученик_330,14,13.09.2011,79092755745,student330@example.com,Дмитрий,Давно знаю,2024-04-24,10,9,2024-06-05,2024-06-07,61,73,Клиент,Южный,Елена,Нет,,0,3.82,0.01017298322487819,0,0.9,0.9,0.0,636,708,13-15,True,0,False,1,1.65,0.9148770409186143
331,Ученик_331,11,29.09.2014,79498137488,student331@example.com,Ольга,Реклама,2024-08-27,9,8,2024-01-09,2024-01-11,61,66,Клиент,Северный,Елена,Нет,vk.com/id123,0,4.5,0.0002444987775060896,0,0.8888888888888888,0.8888888888888888,0.0,509,583,10-12,True,0,True,1,1.4444444444444444,0.5291502622129183
332,Ученик_332,15,28.07.2010,79250179421,student332@example.com,Анна,Реклама,2026-01-28,10,5,2026-03-02,,41,47,Бывший клиент,Южный,,Нет,vk.com/id123,0,1.9,-0.006052917723812966,1,0.5,0.5,0.0,-215,64,13-15,False,0,True,1,1.4,0.7393691004272944
333,Ученик_333,13,15.04.2012,79111614410,student333@example.com,Ольга,Давно знаю,2024-04-12,9,8,,,32,37,Клиент,Основной,,Нет,,0,4.07,0.006263439726778277,0,0.8888888888888888,0.8888888888888888,0.0,635,720,13-15,False,0,False,1,1.4444444444444444,0.855792587243517
334,Ученик_334,13,05.12.2012,79047137549,student334@example.com,Дмитрий,Соцсети,2025-04-11,10,9,,,67,74,Клиент,Основной,Елена,Да,,0,3.13,-0.008667790074047676,0,0.9,0.9,0.0,147,356,13-15,True,1,False,1,1.5,0.824043457014021
335,Ученик_335,10,13.07.2015,79684205125,student335@example.com,Ольга,Соцсети,2025-05-02,10,8,,2025-07-07,54,66,Клиент,Северный,Елена,Да,vk.com/id123,0,4.67,0.000778364116094984,0,0.8,0.8,0.0,207,335,10-12,True,1,True,1,1.6,0.34448028487370197
336,Ученик_336,13,19.06.2012,79280236885,student336@example.com,Дмитрий,Давно знаю,2025-10-14,9,9,,2025-07-12,43,54,Клиент,Северный,Елена,Да,vk.com/id123,1,2.12,-0.011404097299152762,1,1.0,1.0,0.0,233,170,13-15,True,1,True,1,1.5555555555555556,0.9708243919473799
337,Ученик_337,11,16.09.2014,79146148980,student337@example.com,Ольга,Сайт,2025-10-18,6,5,,,61,69,Бывший клиент,Южный,Елена,Да,vk.com/id123,0,2.34,0.006767337807606271,1,0.8333333333333334,0.8333333333333334,0.0,112,166,10-12,True,1,True,1,1.5833333333333333,0.550324579550235
338,Ученик_338,14,11.02.2012,79575444604,student338@example.com,Дмитрий,Реклама,2025-12-28,4,2,2026-07-01,2026-01-04,84,94,Клиент,Северный,Елена,Нет,vk.com/id123,0,3.28,-0.004454196225780225,0,0.5,0.5,0.0,-152,95,13-15,True,0,True,1,1.75,0.8348652585896721
339,Ученик_339,16,21.12.2009,79867150570,student339@example.com,Ольга,Соцсети,2025-10-08,3,3,2025-11-10,,68,71,Клиент,Южный,Елена,Да,vk.com/id123,0,4.2,0.14999999999999988,0,1.0,1.0,0.0,-1,176,16-18,True,1,True,1,1.8333333333333333,0.848528137423857
340,Ученик_340,10,10.04.2015,79097939109,student340@example.com,Юлиана,Друг,2024-05-10,5,5,,2024-09-08,83,91,Клиент,Южный,,Нет,vk.com/id123,0,4.4,-0.01823444283646893,0,1.0,1.0,0.0,512,692,10-12,False,0,True,1,1.7,0.5567764362830022
341,Ученик_341,13,05.10.2012,79033374137,student341@example.com,Юлиана,Соцсети,2025-09-17,5,5,,2025-04-11,42,48,Клиент,Северный,Елена,Нет,vk.com/id123,0,3.1,0.011538461538461532,0,1.0,1.0,0.0,327,197,13-15,True,0,True,1,1.6,0.42426406871192873
342,Ученик_342,17,26.06.2008,79012838650,student342@example.com,Анна,Друг,2025-12-09,6,4,,,70,79,Клиент,Основной,,Да,vk.com/id123,0,3.22,0.001953132857286529,0,0.6666666666666666,0.6666666666666666,0.0,-243,114,16-18,False,1,True,1,1.75,0.5188127472091126
343,Ученик_343,16,14.12.2009,79625265416,student343@example.com,Анна,Реклама,2025-07-22,11,10,,,86,91,Клиент,Южный,Елена,Нет,vk.com/id123,0,3.73,-0.004117450644851626,0,0.9090909090909091,0.9090909090909091,0.0,114,254,16-18,True,0,True,1,1.5,0.8386497083606084
344,Ученик_344,14,27.02.2012,79098761306,student344@example.com,Юлиана,Давно знаю,2024-12-27,6,5,,,56,60,Клиент,Северный,,Нет,vk.com/id123,0,1.0,-1.1872262854253809e-17,1,0.8333333333333334,0.8333333333333334,0.0,275,461,13-15,False,0,True,1,1.25,0.0
345,Ученик_345,12,12.08.2013,79532711663,student345@example.com,Анна,Давно знаю,2024-06-13,11,11,,2024-10-08,46,58,Клиент,Основной,Елена,Нет,,0,1.24,-0.006666666666666671,1,1.0,1.0,0.0,572,658,10-12,True,0,False,1,1.5909090909090908,0.6425396041156863
346,Ученик_346,13,30.08.2012,79478901124,student346@example.com,Ольга,Реклама,2025-12-19,5,4,2026-02-01,2026-02-02,31,45,Клиент,Основной,,Да,,1,2.84,0.003727682651879838,0,0.8,0.8,0.0,-182,104,13-15,False,1,False,1,1.5,0.4790864322059324
347,Ученик_347,13,23.05.2012,79947876276,student347@example.com,Анна,Друг,2025-03-24,9,9,,,58,60,Клиент,Южный,Елена,Нет,,0,2.23,-0.029909463246389333,1,1.0,1.0,0.0,241,374,13-15,True,0,False,1,1.6666666666666667,2.1361959960016152
348,Ученик_348,10,20.02.2016,79410704185,student348@example.com,Дмитрий,Сайт,2024-12-20,8,8,,,63,65,Клиент,Южный,,Да,vk.com/id123,0,3.65,0.007560306631971306,0,1.0,1.0,0.0,274,468,10-12,False,1,True,1,1.5,1.0406728592598156
349,Ученик_349,13,01.07.2012,79290378111,student349@example.com,Ольга,Соцсети,2025-05-21,7,5,,2025-09-07,39,49,Клиент,Основной,Елена,Нет,,0,4.8,0.006471875892262304,0,0.7142857142857143,0.7142857142857143,0.0,177,316,13-15,True,0,False,1,1.4285714285714286,0.40000000000000013
350,Ученик_350,15,05.06.2010,79868285490,student350@example.com,Юлиана,Реклама,2025-02-09,7,6,2025-10-02,,45,46,Клиент,Северный,Елена,Нет,vk.com/id123,0,1.6,-0.022737448696156876,1,0.8571428571428571,0.8571428571428571,0.0,151,417,13-15,True,0,True,1,1.6428571428571428,0.8504900548115384
351,Ученик_351,13,10.06.2012,79820392140,student351@example.com,Анна,Реклама,2024-07-07,4,3,,,33,46,Клиент,Основной,,Да,,0,3.87,0.01845216884252812,0,0.75,0.75,0.0,784,634,13-15,False,1,False,1,1.625,0.714609450445953
352,Ученик_352,14,20.09.2011,79981378552,student352@example.com,Анна,Сайт,2024-07-01,7,5,2024-06-07,,71,76,Бывший клиент,Южный,,Нет,,0,1.95,0.002560023141452118,1,0.7142857142857143,0.7142857142857143,0.0,511,640,13-15,False,0,False,1,1.5,0.568330889535313
353,Ученик_353,10,12.04.2015,79188502642,student353@example.com,Анна,Сайт,2024-11-02,7,7,2024-07-11,,52,57,Клиент,Северный,Елена,Да,,1,1.98,-0.00836347595941774,1,1.0,1.0,0.0,477,516,10-12,True,1,False,1,1.5,0.711102430502573
354,Ученик_354,10,07.03.2016,79356196659,student354@example.com,Анна,Реклама,2024-10-27,3,2,,,54,56,Клиент,Южный,,Нет,vk.com/id123,0,1.84,-0.012314338706515689,1,0.6666666666666666,0.6666666666666666,0.0,538,522,10-12,False,0,True,1,2.0,0.7480132415430957
355,Ученик_355,10,29.01.2016,79023528797,student355@example.com,Анна,Сайт,2025-08-24,5,4,,,48,53,Клиент,Основной,Елена,Нет,vk.com/id123,0,2.68,-0.030527235653946997,1,0.8,0.8,0.0,328,221,10-12,True,0,True,1,1.7,1.5692354826475214
356,Ученик_356,11,23.01.2015,79629230605,student356@example.com,Ольга,Давно знаю,2024-11-22,5,4,,2025-01-02,65,71,Клиент,Основной,Елена,Нет,,0,3.66,-0.011140560579288354,0,0.8,0.8,0.0,537,496,10-12,True,0,False,1,1.5,0.8961026726887943
357,Ученик_357,12,22.10.2013,79697052007,student357@example.com,Анна,Реклама,2024-07-20,6,5,,2024-10-09,48,52,Клиент,Северный,Елена,Нет,,0,4.26,-0.0026525099422225504,0,0.8333333333333334,0.8333333333333334,0.0,571,621,10-12,True,0,False,1,1.3333333333333333,0.7092249290598859
358,Ученик_358,14,23.06.2011,79788121101,student358@example.com,Ольга,Друг,2025-08-01,3,3,2025-07-08,2025-04-10,58,64,Клиент,Южный,,Да,,1,1.0,4.364102588401551e-18,1,1.0,1.0,0.0,268,244,13-15,False,1,False,1,1.8333333333333333,0.0
