ФИО,Телефон,Email,№ клиента,Создан,Отв. менеджер,Источник клиента,Записей,Посещений,Дата перв посещ кл,Дата посл посещ кл,"Срок посещ, дн","Срок жизни кл от созд до посл посещ, дн",Статус ученика,Филиал ученика,"Родитель (имя, телефон)",Подписан на рассылку,VK,Не присылать автоуведомления,Возраст,Дата рождения
Ученик_238,79072253060,student238@example.com,238,03.09.2025,Дмитрий,Давно знаю,10,7,16.09.2025,22.11.2025,67,80,Клиент,Основной,Елена,Да,vk.com/id123,Нет,11,07.02.2015
Ученик_239,79251619881,student239@example.com,239,30.11.2024,Юлиана,Друг,3,3,11.12.2024,30.01.2025,50,61,Клиент,Южный,,Да,,Да,11,20.08.2014
Ученик_240,79254373770,student240@example.com,240,08.04.2024,Ольга,Реклама,4,4,19.04.2024,15.07.2024,87,98,Клиент,Северный,,Нет,,Нет,16,09.03.2010
Ученик_241,79597771523,student241@example.com,241,14.02.2025,Анна,Друг,6,5,17.02.2025,30.04.2025,72,75,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,13,02.05.2012
Ученик_242,79843751263,student242@example.com,242,08.04.2024,Дмитрий,Соцсети,3,1,20.04.2024,24.05.2024,34,46,Бывший клиент,Южный,,Нет,,Нет,12,06.01.2014
Ученик_243,79911972883,student243@example.com,243,25.04.2024,Анна,Соцсети,11,9,04.05.2024,16.06.2024,43,52,Бывший клиент,Основной,,Да,,Нет,12,04.09.2013
Ученик_244,79598382096,student244@example.com,244,31.05.2025,Дмитрий,Реклама,7,7,12.06.2025,16.07.2025,34,46,Клиент,Южный,Елена,Нет,,Нет,12,08.04.2013
Ученик_245,79099282456,student245@example.com,245,23.08.2025,Анна,Сайт,11,11,31.08.2025,11.10.2025,41,49,Клиент,Южный,Елена,Да,,Да,13,02.12.2012
Ученик_246,79863987020,student246@example.com,246,22.02.2025,Ольга,Давно знаю,7,5,05.03.2025,16.05.2025,72,83,Бывший клиент,Южный,Елена,Да,vk.com/id123,Нет,11,29.12.2014
Ученик_247,79976025048,student247@example.com,247,21.12.2024,Дмитрий,Реклама,5,3,31.12.2024,09.02.2025,40,50,Клиент,Основной,,Нет,,Нет,13,23.06.2012
Ученик_248,79592790631,student248@example.com,248,14.06.2024,Дмитрий,Давно знаю,7,5,21.06.2024,05.08.2024,45,52,Бывший клиент,Северный,Елена,Да,,Нет,13,29.12.2012
Ученик_249,79500368062,student249@example.com,249,01.08.2025,Ольга,Соцсети,10,10,09.08.2025,16.09.2025,38,46,Бывший клиент,Основной,Елена,Нет,,Нет,10,23.09.2015
Ученик_250,79604006325,student250@example.com,250,11.06.2024,Анна,Сайт,11,6,23.06.2024,09.09.2024,78,90,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,11,08.08.2014
Ученик_251,79407849850,student251@example.com,251,11.08.2024,Дмитрий,Сайт,5,4,13.08.2024,09.11.2024,88,90,Клиент,Южный,,Да,,Нет,16,29.03.2010
Ученик_252,79494811370,student252@example.com,252,09.03.2025,Ольга,Друг,9,7,20.03.2025,03.06.2025,75,86,Клиент,Основной,,Нет,,Нет,10,24.07.2015
Ученик_253,79984513216,student253@example.com,253,26.08.2025,Анна,Реклама,4,4,31.08.2025,06.11.2025,67,72,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,15,08.10.2010
Ученик_254,79442802779,student254@example.com,254,29.12.2025,Юлиана,Друг,11,10,05.01.2026,06.03.2026,60,67,Клиент,Основной,Елена,Да,vk.com/id123,Нет,12,06.03.2014
Ученик_255,79064907817,student255@example.com,255,29.01.2025,Анна,Давно знаю,6,4,08.02.2025,24.03.2025,44,54,Клиент,Южный,,Нет,,Нет,17,09.12.2008
Ученик_256,79017959560,student256@example.com,256,15.08.2025,Дмитрий,Соцсети,7,5,27.08.2025,08.11.2025,73,85,Клиент,Южный,,Нет,vk.com/id123,Нет,17,26.05.2008
Ученик_257,79114908010,student257@example.com,257,29.08.2025,Юлиана,Сайт,5,2,07.09.2025,07.11.2025,61,70,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,11,05.07.2014
Ученик_258,79084846271,student258@example.com,258,23.10.2025,Ольга,Реклама,3,2,04.11.2025,11.01.2026,68,80,Клиент,Северный,Елена,Нет,,Нет,17,04.12.2008
Ученик_259,79701943382,student259@example.com,259,08.12.2024,Анна,Друг,5,4,20.12.2024,21.01.2025,32,44,Клиент,Южный,Елена,Да,,Нет,13,13.08.2012
Ученик_260,79683703040,student260@example.com,260,31.08.2025,Дмитрий,Соцсети,8,8,06.09.2025,19.10.2025,43,49,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,14,18.02.2012
Ученик_261,79960774744,student261@example.com,261,16.07.2024,Дмитрий,Соцсети,5,3,23.07.2024,12.09.2024,51,58,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,22.02.2016
Ученик_262,79192580427,student262@example.com,262,08.11.2024,Дмитрий,Реклама,6,1,09.11.2024,23.12.2024,44,45,Бывший клиент,Северный,,Да,,Нет,11,09.12.2014
Ученик_263,79321346113,student263@example.com,263,13.11.2025,Анна,Друг,5,4,24.11.2025,05.01.2026,42,53,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,14,21.12.2011
Ученик_264,79057656107,student264@example.com,264,30.11.2025,Ольга,Соцсети,7,4,02.12.2025,13.01.2026,42,44,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,11,19.06.2014
Ученик_265,79680884334,student265@example.com,265,16.08.2024,Дмитрий,Сайт,3,1,23.08.2024,12.11.2024,81,88,Бывший клиент,Северный,Елена,Нет,vk.com/id123,Нет,16,27.02.2010
Ученик_266,79199434489,student266@example.com,266,12.06.2025,Анна,Соцсети,6,6,24.06.2025,25.08.2025,62,74,Клиент,Южный,Елена,Нет,,Нет,14,19.08.2011
Ученик_267,79165593497,student267@example.com,267,08.11.2024,Ольга,Давно знаю,10,9,18.11.2024,15.01.2025,58,68,Клиент,Северный,Елена,Да,vk.com/id123,Да,17,24.09.2008
Ученик_268,79330999662,student268@example.com,268,21.10.2024,Дмитрий,Реклама,8,7,27.10.2024,03.12.2024,37,43,Клиент,Северный,Елена,Да,vk.com/id123,Нет,10,16.05.2015
Ученик_269,79598058121,student269@example.com,269,04.02.2026,Анна,Давно знаю,7,6,06.02.2026,14.04.2026,67,69,Клиент,Южный,,Нет,,Нет,16,19.11.2009
Ученик_270,79013250637,student270@example.com,270,26.10.2024,Юлиана,Давно знаю,4,4,29.10.2024,24.01.2025,87,90,Клиент,Северный,Елена,Да,,Да,16,13.02.2010
Ученик_271,79149078381,student271@example.com,271,17.11.2024,Анна,Друг,9,4,19.11.2024,22.12.2024,33,35,Бывший клиент,Северный,Елена,Да,,Нет,13,21.02.2013
Ученик_272,79321856529,student272@example.com,272,13.09.2024,Юлиана,Реклама,4,1,15.09.2024,17.10.2024,32,34,Бывший клиент,Северный,,Нет,,Нет,10,27.07.2015
Ученик_273,79491625191,student273@example.com,273,03.10.2025,Анна,Сайт,11,7,08.10.2025,09.11.2025,32,37,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,16,04.10.2009
Ученик_274,79472685761,student274@example.com,274,11.07.2024,Ольга,Соцсети,10,9,13.07.2024,10.09.2024,59,61,Бывший клиент,Северный,Елена,Нет,,Нет,10,01.04.2016
Ученик_275,79190736564,student275@example.com,275,27.06.2025,Анна,Друг,6,5,11.07.2025,30.09.2025,81,95,Клиент,Северный,Елена,Да,,Да,13,07.05.2012
Ученик_276,79391932454,student276@example.com,276,05.03.2025,Анна,Соцсети,6,3,12.03.2025,14.04.2025,33,40,Клиент,Основной,Елена,Нет,,Нет,12,07.11.2013
Ученик_277,79470787423,student277@example.com,277,17.10.2025,Анна,Друг,11,8,26.10.2025,15.01.2026,81,90,Бывший клиент,Северный,Елена,Да,,Нет,17,25.12.2008
Ученик_278,79271314895,student278@example.com,278,03.04.2024,Дмитрий,Соцсети,3,2,06.04.2024,04.06.2024,59,62,Клиент,Южный,,Нет,vk.com/id123,Нет,16,02.03.2010
Ученик_279,79573772626,student279@example.com,279,06.07.2024,Юлиана,Соцсети,10,9,15.07.2024,21.09.2024,68,77,Клиент,Южный,Елена,Нет,,Нет,16,02.09.2009
Ученик_280,79117434526,student280@example.com,280,20.12.2024,Юлиана,Соцсети,8,2,26.12.2024,05.03.2025,69,75,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,12,16.04.2013
Ученик_281,79854946593,student281@example.com,281,10.02.2026,Юлиана,Реклама,3,3,16.02.2026,21.04.2026,64,70,Бывший клиент,Северный,Елена,Нет,,Нет,14,07.10.2011
Ученик_282,79419977113,student282@example.com,282,03.03.2025,Анна,Сайт,3,3,17.03.2025,01.06.2025,76,90,Клиент,Северный,Елена,Да,,Да,16,15.02.2010
Ученик_283,79317217932,student283@example.com,283,03.01.2026,Анна,Друг,7,7,09.01.2026,12.02.2026,34,40,Клиент,Северный,Елена,Да,,Нет,11,08.06.2014
Ученик_284,79842103498,student284@example.com,284,10.08.2024,Анна,Давно знаю,8,5,12.08.2024,28.09.2024,47,49,Клиент,Основной,Елена,Нет,,Нет,11,21.02.2015
Ученик_285,79072127903,student285@example.com,285,30.06.2024,Юлиана,Соцсети,5,5,03.07.2024,02.09.2024,61,64,Клиент,Северный,Елена,Нет,,Нет,15,10.10.2010
Ученик_286,79554044237,student286@example.com,286,27.10.2025,Юлиана,Давно знаю,5,4,10.11.2025,15.01.2026,66,80,Клиент,Основной,Елена,Да,vk.com/id123,Нет,13,07.04.2012
Ученик_287,79200131434,student287@example.com,287,10.07.2025,Дмитрий,Друг,7,4,12.07.2025,10.09.2025,60,62,Клиент,Южный,Елена,Да,,Нет,12,18.10.2013
Ученик_288,79004778194,student288@example.com,288,21.11.2025,Анна,Давно знаю,11,11,01.12.2025,25.02.2026,86,96,Клиент,Южный,Елена,Нет,,Нет,12,15.09.2013
Ученик_289,79211606895,student289@example.com,289,15.02.2025,Юлиана,Давно знаю,7,7,28.02.2025,21.04.2025,52,65,Клиент,Северный,Елена,Да,,Да,16,15.11.2009
Ученик_290,79373581239,student290@example.com,290,14.08.2025,Ольга,Соцсети,3,3,18.08.2025,22.09.2025,35,39,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,16,28.04.2009
Ученик_291,79126552991,student291@example.com,291,12.01.2025,Ольга,Реклама,6,6,18.01.2025,13.04.2025,85,91,Клиент,Основной,Елена,Да,vk.com/id123,Да,11,24.05.2014
Ученик_292,79617193289,student292@example.com,292,13.07.2024,Анна,Сайт,7,6,27.07.2024,27.09.2024,62,76,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,02.01.2014
Ученик_293,79150642261,student293@example.com,293,21.06.2025,Анна,Друг,10,6,28.06.2025,26.08.2025,59,66,Бывший клиент,Основной,Елена,Нет,,Нет,15,31.07.2010
Ученик_294,79209517616,student294@example.com,294,03.06.2024,Юлиана,Друг,3,3,12.06.2024,05.08.2024,54,63,Клиент,Северный,Елена,Да,,Нет,10,18.08.2015
Ученик_295,79524737111,student295@example.com,295,03.11.2025,Дмитрий,Соцсети,6,6,13.11.2025,30.12.2025,47,57,Клиент,Основной,Елена,Нет,,Нет,14,22.07.2011
Ученик_296,79838313402,student296@example.com,296,05.04.2025,Ольга,Реклама,7,7,09.04.2025,16.06.2025,68,72,Бывший клиент,Северный,,Да,,Нет,12,21.03.2014
Ученик_297,79582014641,student297@example.com,297,20.02.2026,Юлиана,Друг,8,4,05.03.2026,16.05.2026,72,85,Бывший клиент,Основной,Елена,Нет,,Нет,13,26.07.2012
Ученик_298,79939319914,student298@example.com,298,05.09.2025,Анна,Друг,4,3,17.09.2025,22.11.2025,66,78,Клиент,Основной,Елена,Да,vk.com/id123,Да,14,24.08.2011
Ученик_299,79870485411,student299@example.com,299,20.09.2025,Дмитрий,Давно знаю,7,3,01.10.2025,24.12.2025,84,95,Клиент,Южный,Елена,Да,vk.com/id123,Нет,11,09.10.2014
Ученик_300,79864835149,student300@example.com,300,02.02.2026,Дмитрий,Друг,10,10,15.02.2026,04.04.2026,48,61,Клиент,Основной,,Да,vk.com/id123,Нет,10,08.10.2015
Ученик_301,79614970148,student301@example.com,301,31.08.2024,Анна,Сайт,9,7,06.09.2024,26.11.2024,81,87,Клиент,Северный,Елена,Нет,,Нет,11,07.07.2014
Ученик_302,79297773877,student302@example.com,302,08.05.2025,Анна,Давно знаю,10,10,10.05.2025,21.06.2025,42,44,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,11,16.07.2014
Ученик_303,79152655630,student303@example.com,303,17.10.2025,Анна,Реклама,8,6,19.10.2025,19.11.2025,31,33,Клиент,Южный,Елена,Да,,Да,10,28.01.2016
Ученик_304,79745932321,student304@example.com,304,24.06.2024,Дмитрий,Соцсети,9,7,01.07.2024,01.08.2024,31,38,Клиент,Северный,Елена,Да,,Да,10,19.05.2015
Ученик_305,79912794625,student305@example.com,305,08.03.2025,Юлиана,Сайт,11,8,14.03.2025,24.05.2025,71,77,Клиент,Основной,Елена,Да,,Да,12,30.07.2013
Ученик_306,79346673808,student306@example.com,306,02.04.2025,Дмитрий,Реклама,9,7,04.04.2025,04.06.2025,61,63,Бывший клиент,Северный,Елена,Нет,,Нет,13,14.09.2012
Ученик_307,79672355141,student307@example.com,307,06.06.2024,Дмитрий,Реклама,9,7,10.06.2024,02.08.2024,53,57,Клиент,Северный,Елена,Да,vk.com/id123,Нет,10,14.06.2015
Ученик_308,79739369897,student308@example.com,308,28.05.2025,Дмитрий,Соцсети,7,6,02.06.2025,11.07.2025,39,44,Клиент,Основной,,Нет,vk.com/id123,Нет,16,16.01.2010
Ученик_309,79088498371,student309@example.com,309,13.03.2025,Ольга,Реклама,6,5,21.03.2025,14.05.2025,54,62,Бывший клиент,Северный,,Нет,,Нет,14,03.11.2011
Ученик_310,79460883210,student310@example.com,310,01.02.2025,Юлиана,Реклама,9,7,02.02.2025,17.04.2025,74,75,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,08.05.2015
Ученик_311,79009971784,student311@example.com,311,26.06.2024,Анна,Давно знаю,10,6,07.07.2024,19.08.2024,43,54,Клиент,Основной,Елена,Да,vk.com/id123,Да,12,16.02.2014
Ученик_312,79784651200,student312@example.com,312,26.06.2025,Анна,Соцсети,4,4,30.06.2025,02.09.2025,64,68,Клиент,Основной,Елена,Да,,Нет,13,03.02.2013
Ученик_313,79569628927,student313@example.com,313,04.07.2024,Анна,Сайт,8,6,15.07.2024,21.09.2024,68,79,Клиент,Южный,Елена,Да,vk.com/id123,Нет,10,29.09.2015
Ученик_314,79661506578,student314@example.com,314,12.04.2025,Дмитрий,Реклама,5,1,20.04.2025,17.06.2025,58,66,Бывший клиент,Южный,Елена,Да,vk.com/id123,Да,15,09.05.2010
Ученик_315,79461052655,student315@example.com,315,01.06.2025,Юлиана,Давно знаю,4,2,10.06.2025,17.08.2025,68,77,Бывший клиент,Северный,,Да,,Да,10,15.12.2015
Ученик_316,79910417210,student316@example.com,316,20.01.2026,Юлиана,Сайт,5,4,23.01.2026,01.03.2026,37,40,Клиент,Южный,,Нет,vk.com/id123,Нет,11,30.11.2014
Ученик_317,79841600554,student317@example.com,317,20.12.2024,Анна,Друг,10,8,03.01.2025,12.02.2025,40,54,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,21.12.2015
Ученик_318,79339809925,student318@example.com,318,04.08.2024,Дмитрий,Реклама,10,9,07.08.2024,15.10.2024,69,72,Клиент,Основной,Елена,Да,vk.com/id123,Да,15,08.02.2011
Ученик_319,79017920106,student319@example.com,319,21.05.2024,Ольга,Соцсети,8,8,01.06.2024,20.08.2024,80,91,Клиент,Южный,Елена,Да,,Нет,14,19.06.2011
Ученик_320,79674922644,student320@example.com,320,27.09.2024,Юлиана,Реклама,8,8,09.10.2024,31.12.2024,83,95,Клиент,Южный,Елена,Нет,,Нет,12,22.11.2013
Ученик_321,79332759989,student321@example.com,321,09.09.2024,Дмитрий,Соцсети,11,10,12.09.2024,13.11.2024,62,65,Клиент,Основной,,Да,,Нет,11,05.09.2014
Ученик_322,79783786839,student322@example.com,322,24.06.2024,Ольга,Реклама,4,2,05.07.2024,19.09.2024,76,87,Клиент,Основной,Елена,Да,,Да,12,22.12.2013
Ученик_323,79128250953,student323@example.com,323,16.09.2025,Юлиана,Соцсети,10,8,26.09.2025,04.11.2025,39,49,Клиент,Основной,Елена,Да,,Нет,11,20.02.2015
Ученик_324,79179275105,student324@example.com,324,29.05.2024,Анна,Давно знаю,9,8,09.06.2024,31.08.2024,83,94,Клиент,Северный,Елена,Нет,,Нет,12,11.04.2013
Ученик_325,79562484182,student325@example.com,325,07.06.2024,Юлиана,Давно знаю,3,2,18.06.2024,13.08.2024,56,67,Бывший клиент,Основной,Елена,Нет,,Нет,15,20.11.2010
Ученик_326,79536452156,student326@example.com,326,07.01.2025,Дмитрий,Давно знаю,4,4,08.01.2025,17.03.2025,68,69,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,13,14.06.2012
Ученик_327,79047285340,student327@example.com,327,20.06.2025,Юлиана,Сайт,8,7,30.06.2025,24.08.2025,55,65,Клиент,Основной,Елена,Да,vk.com/id123,Нет,13,15.01.2013
Ученик_328,79241071485,student328@example.com,328,06.06.2025,Дмитрий,Сайт,11,11,08.06.2025,28.08.2025,81,83,Клиент,Северный,Елена,Да,vk.com/id123,Да,11,07.08.2014
Ученик_329,79239643129,student329@example.com,329,20.08.2025,Юлиана,Сайт,6,5,21.08.2025,23.10.2025,63,64,Клиент,Южный,Елена,Да,vk.com/id123,Нет,10,24.10.2015
Ученик_330,79092755745,student330@example.com,330,24.04.2024,Дмитрий,Давно знаю,10,9,06.05.2024,06.07.2024,61,73,Клиент,Южный,Елена,Нет,,Нет,14,13.09.2011
Ученик_331,79498137488,student331@example.com,331,27.08.2024,Ольга,Реклама,9,8,01.09.2024,01.11.2024,61,66,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,11,29.09.2014
Ученик_332,79250179421,student332@example.com,332,28.01.2026,Анна,Реклама,10,5,03.02.2026,16.03.2026,41,47,Бывший клиент,Южный,,Нет,vk.com/id123,Нет,15,28.07.2010
Ученик_333,79111614410,student333@example.com,333,12.04.2024,Ольга,Давно знаю,9,8,17.04.2024,19.05.2024,32,37,Клиент,Основной,,Нет,,Нет,13,15.04.2012
Ученик_334,79047137549,student334@example.com,334,11.04.2025,Дмитрий,Соцсети,10,9,18.04.2025,24.06.2025,67,74,Клиент,Основной,Елена,Да,,Нет,13,05.12.2012
Ученик_335,79684205125,student335@example.com,335,02.05.2025,Ольга,Соцсети,10,8,14.05.2025,07.07.2025,54,66,Клиент,Северный,Елена,Да,vk.com/id123,Нет,10,13.07.2015
Ученик_336,79280236885,student336@example.com,336,14.10.2025,Дмитрий,Давно знаю,9,9,25.10.2025,07.12.2025,43,54,Клиент,Северный,Елена,Да,vk.com/id123,Да,13,19.06.2012
Ученик_337,79146148980,student337@example.com,337,18.10.2025,Ольга,Сайт,6,5,26.10.2025,26.12.2025,61,69,Бывший клиент,Южный,Елена,Да,vk.com/id123,Нет,11,16.09.2014
Ученик_338,79575444604,student338@example.com,338,28.12.2025,Дмитрий,Реклама,4,2,07.01.2026,01.04.2026,84,94,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,14,11.02.2012
Ученик_339,79867150570,student339@example.com,339,08.10.2025,Ольга,Соцсети,3,3,11.10.2025,18.12.2025,68,71,Клиент,Южный,Елена,Да,vk.com/id123,Нет,16,21.12.2009
Ученик_340,79097939109,student340@example.com,340,10.05.2024,Юлиана,Друг,5,5,18.05.2024,09.08.2024,83,91,Клиент,Южный,,Нет,vk.com/id123,Нет,10,10.04.2015
Ученик_341,79033374137,student341@example.com,341,17.09.2025,Юлиана,Соцсети,5,5,23.09.2025,04.11.2025,42,48,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,13,05.10.2012
Ученик_342,79012838650,student342@example.com,342,09.12.2025,Анна,Друг,6,4,18.12.2025,26.02.2026,70,79,Клиент,Основной,,Да,vk.com/id123,Нет,17,26.06.2008
Ученик_343,79625265416,student343@example.com,343,22.07.2025,Анна,Реклама,11,10,27.07.2025,21.10.2025,86,91,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,16,14.12.2009
Ученик_344,79098761306,student344@example.com,344,27.12.2024,Юлиана,Давно знаю,6,5,31.12.2024,25.02.2025,56,60,Клиент,Северный,,Нет,vk.com/id123,Нет,14,27.02.2012
Ученик_345,79532711663,student345@example.com,345,13.06.2024,Анна,Давно знаю,11,11,25.06.2024,10.08.2024,46,58,Клиент,Основной,Елена,Нет,,Нет,12,12.08.2013
Ученик_346,79478901124,student346@example.com,346,19.12.2025,Ольга,Реклама,5,4,02.01.2026,02.02.2026,31,45,Клиент,Основной,,Да,,Да,13,30.08.2012
Ученик_347,79947876276,student347@example.com,347,24.03.2025,Анна,Друг,9,9,26.03.2025,23.05.2025,58,60,Клиент,Южный,Елена,Нет,,Нет,13,23.05.2012
Ученик_348,79410704185,student348@example.com,348,20.12.2024,Дмитрий,Сайт,8,8,22.12.2024,23.02.2025,63,65,Клиент,Южный,,Да,vk.com/id123,Нет,10,20.02.2016
Ученик_349,79290378111,student349@example.com,349,21.05.2025,Ольга,Соцсети,7,5,31.05.2025,09.07.2025,39,49,Клиент,Основной,Елена,Нет,,Нет,13,01.07.2012
Ученик_350,79868285490,student350@example.com,350,09.02.2025,Юлиана,Реклама,7,6,10.02.2025,27.03.2025,45,46,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,15,05.06.2010
Ученик_351,79820392140,student351@example.com,351,07.07.2024,Анна,Реклама,4,3,20.07.2024,22.08.2024,33,46,Клиент,Основной,,Да,,Нет,13,10.06.2012
Ученик_352,79981378552,student352@example.com,352,01.07.2024,Анна,Сайт,7,5,06.07.2024,15.09.2024,71,76,Бывший клиент,Южный,,Нет,,Нет,14,20.09.2011
Ученик_353,79188502642,student353@example.com,353,02.11.2024,Анна,Сайт,7,7,07.11.2024,29.12.2024,52,57,Клиент,Северный,Елена,Да,,Да,10,12.04.2015
Ученик_354,79356196659,student354@example.com,354,27.10.2024,Анна,Реклама,3,2,29.10.2024,22.12.2024,54,56,Клиент,Южный,,Нет,vk.com/id123,Нет,10,07.03.2016
Ученик_355,79023528797,student355@example.com,355,24.08.2025,Анна,Сайт,5,4,29.08.2025,16.10.2025,48,53,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,29.01.2016
Ученик_356,79629230605,student356@example.com,356,22.11.2024,Ольга,Давно знаю,5,4,28.11.2024,01.02.2025,65,71,Клиент,Основной,Елена,Нет,,Нет,11,23.01.2015
Ученик_357,79697052007,student357@example.com,357,20.07.2024,Анна,Реклама,6,5,24.07.2024,10.09.2024,48,52,Клиент,Северный,Елена,Нет,,Нет,12,22.10.2013
Ученик_358,79788121101,student358@example.com,358,01.08.2025,Ольга,Друг,3,3,07.08.2025,04.10.2025,58,64,Клиент,Южный,,Да,,Да,14,23.06.2011
Ученик_359,79988957253,student359@example.com,359,19.12.2025,Дмитрий,Давно знаю,11,9,25.12.2025,06.02.2026,43,49,Бывший клиент,Южный,Елена,Да,vk.com/id123,Да,10,05.01.2016
Ученик_360,79343080569,student360@example.com,360,16.08.2025,Дмитрий,Давно знаю,5,5,24.08.2025,15.11.2025,83,91,Клиент,Основной,,Да,vk.com/id123,Да,13,20.06.2012
Ученик_361,79376326283,student361@example.com,361,17.07.2025,Дмитрий,Сайт,8,6,24.07.2025,05.10.2025,73,80,Клиент,Северный,,Да,vk.com/id123,Нет,17,20.02.2009
Ученик_362,79949780478,student362@example.com,362,27.12.2024,Дмитрий,Давно знаю,10,10,01.01.2025,19.03.2025,77,82,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,05.04.2014
Ученик_363,79174651099,student363@example.com,363,13.01.2025,Дмитрий,Сайт,4,3,14.01.2025,13.04.2025,89,90,Клиент,Северный,,Нет,vk.com/id123,Нет,15,25.09.2010
Ученик_364,79182649071,student364@example.com,364,17.03.2025,Юлиана,Сайт,7,7,30.03.2025,30.05.2025,61,74,Клиент,Северный,Елена,Да,vk.com/id123,Да,15,20.03.2011
Ученик_365,79463129902,student365@example.com,365,12.12.2025,Юлиана,Друг,5,3,18.12.2025,23.01.2026,36,42,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,26.02.2016
Ученик_366,79748609261,student366@example.com,366,01.12.2025,Юлиана,Реклама,11,11,05.12.2025,24.01.2026,50,54,Клиент,Южный,,Да,vk.com/id123,Да,11,26.08.2014
Ученик_367,79613933158,student367@example.com,367,17.12.2024,Ольга,Сайт,6,4,24.12.2024,24.01.2025,31,38,Бывший клиент,Южный,,Да,vk.com/id123,Да,14,04.07.2011
Ученик_368,79214399191,student368@example.com,368,11.12.2024,Ольга,Давно знаю,4,0,14.12.2024,22.02.2025,70,73,Бывший клиент,Основной,,Да,,Да,14,18.01.2012
Ученик_369,79505672755,student369@example.com,369,03.07.2024,Юлиана,Сайт,3,3,05.07.2024,10.08.2024,36,38,Клиент,Северный,Елена,Да,,Да,14,09.01.2012
Ученик_370,79200341906,student370@example.com,370,06.09.2024,Дмитрий,Давно знаю,7,6,07.09.2024,03.11.2024,57,58,Клиент,Северный,,Нет,,Нет,10,21.11.2015
Ученик_371,79162275325,student371@example.com,371,17.06.2024,Ольга,Соцсети,10,10,30.06.2024,23.09.2024,85,98,Клиент,Южный,,Нет,vk.com/id123,Нет,10,23.08.2015
Ученик_372,79878755907,student372@example.com,372,03.09.2025,Дмитрий,Сайт,7,7,06.09.2025,04.11.2025,59,62,Клиент,Южный,Елена,Да,vk.com/id123,Да,13,21.02.2013
Ученик_373,79539127345,student373@example.com,373,26.10.2024,Анна,Соцсети,6,6,27.10.2024,16.01.2025,81,82,Клиент,Южный,Елена,Да,,Нет,10,05.07.2015
Ученик_374,79179491823,student374@example.com,374,11.12.2025,Анна,Друг,4,4,17.12.2025,13.03.2026,86,92,Клиент,Основной,,Нет,vk.com/id123,Нет,13,17.06.2012
Ученик_375,79883221403,student375@example.com,375,03.01.2025,Дмитрий,Давно знаю,3,3,13.01.2025,17.03.2025,63,73,Клиент,Южный,,Нет,vk.com/id123,Нет,12,31.01.2014
Ученик_376,79597391512,student376@example.com,376,19.12.2024,Ольга,Сайт,9,9,25.12.2024,26.01.2025,32,38,Клиент,Северный,Елена,Да,vk.com/id123,Да,10,05.06.2015
Ученик_377,79445004139,student377@example.com,377,12.11.2024,Дмитрий,Друг,9,6,18.11.2024,23.01.2025,66,72,Бывший клиент,Основной,Елена,Да,,Нет,11,15.11.2014
Ученик_378,79942631035,student378@example.com,378,29.12.2025,Юлиана,Друг,5,4,02.01.2026,10.02.2026,39,43,Клиент,Северный,Елена,Да,,Да,10,08.06.2015
Ученик_379,79154460628,student379@example.com,379,07.12.2024,Дмитрий,Соцсети,4,2,21.12.2024,02.02.2025,43,57,Бывший клиент,Южный,,Нет,,Нет,17,06.05.2008
Ученик_380,79052925780,student380@example.com,380,26.10.2025,Юлиана,Соцсети,10,6,01.11.2025,16.01.2026,76,82,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,15.04.2015
Ученик_381,79301019924,student381@example.com,381,21.06.2024,Юлиана,Сайт,6,6,28.06.2024,23.08.2024,56,63,Клиент,Северный,Елена,Нет,,Нет,12,19.11.2013
Ученик_382,79289287503,student382@example.com,382,15.12.2025,Анна,Давно знаю,3,3,18.12.2025,08.02.2026,52,55,Клиент,Южный,,Нет,,Нет,15,21.04.2010
Ученик_383,79815499713,student383@example.com,383,02.10.2024,Анна,Давно знаю,6,6,09.10.2024,17.11.2024,39,46,Клиент,Южный,Елена,Нет,,Нет,17,11.05.2008
